name,abs750,abs665,abs663,abs645,abs630,a,L,V
横河川(g+y1),0.0104,0.1206,0.1204,0.0487,0.0343,8.0,1.0,0.495
赤砂崎(g+y2),0.0056,0.1156,0.1147,0.0420,0.0371,8.0,1.0,0.500
下諏訪艇庫(g+y3),0.0018,0.0958,0.0964,0.0293,0.0216,8.0,1.0,0.500
すわっこランド(g+r1),0.0032,0.0428,0.0438,0.0208,0.0104,8.0,1.0,0.420
上川(g+r2),0.0015,0.0117,0.0103,0.0042,-0.0010,8.0,1.0,0.250
湖畔公園(g+r3),0.0051,0.1030,0.1053,0.0419,0.0271,8.0,1.0,0.400
